text,label
What a dumb ass http://t.co/ybnnYzUMI3,human
Someone had the treasure chest opening sound from Legend of Zelda as their ringtone and my logic professor's face lit up when it went off,human
"@__NED__ ""A person can succeed at anything for which there is enthusiasm."" - Charles M. Schwab",bot
"RT @foodista: Easy Savory Sausage Crescent Cheese Balls: Cheese plates are great, but during the cold holiday season we crave aÃ¢â‚¬Â¦ http://t.cÃ¢â‚¬Â¦",bot
Conley hit that from [some suburb of LA that's kind of far from Staples]!,human
"This random guy just tried hitting on me and I sent him a picture of Eric and I and said ""aren't my bf and I hella cute""",human
"@alexplowright ""A mediocre idea that generates enthusiasm will go further than a great idea that inspires no one."" - Mary Kay Ash",bot
LISTEN. I had the most amazing night last night and now it's 24 hours until snow so I am outrageously excited and I want to squeal.,human
"Senior Software Engineer: Company Description Dropbox is a leading global collaboration platform thatâ€™s transforming the way people work together, from the smallest business to the largest enterprise. With more than 500 million registered users acrossâ€¦ https://t.co/pNhdGx3GN4 https://t.co/MKu2G30H4T",bot
Fav for a follow back,human
With four pairs of shoes I can travel the world. - Coco Chanel,bot
Don't you hate it when someone is only nice because they want something?,bot
"By the Numbers: 1 in 3:   	While 1 in 3 women in the United States have experienced rape, physical violence an... http://t.co/MKn9kZWi",bot
Second day forgetting my planner.. this is a crisis. #plannerislyfe,human
"Systems Engineering Senior: Description: Conduent is the worldâ€™s largest provider of diversified business process services with leading capabilities in transaction processing, automation, analytics and constituentâ€¦ https://t.co/o3slDEBnnP ðŸ‘ˆ#IT #job #hiring  #IT #techjob #ITJob https://t.co/Dr23UNkrBP",bot
"@BjAstorga ""Alone we can do so little; together we can do so much."" - Helen Keller",bot
"AJK had been a place where votes are demanded and given on caste bases, but it wont stay the same inshAllah. #NayaAJK. #AJKForPTI",human
"Hurts it's not coming back, but glad I was able to snag piece of #elecTRONica &amp; give it proper home. (Cc: @EckertDCA) http://t.co/zDr7whLgVY",human
IÃ¢â‚¬â„¢ll probably be done within the next hour :Ã¢â‚¬â„¢D,human
just @ me next time https://t.co/GRDoaOZMST,human
Racing the clock against what sounds like the last hour of tonight's #aurora - heading into the darkness NW of Chicago!!,human
"Also, has a worse movie than The Judge ever been nominated for something?",human
I will not shout about Sarah Palin I will not shout about Sarah Palin I will not shoutÃ¢â‚¬Â¦ (*deep breath into paper bag*) (*rage sharts*),human
Education is the ability to listen to almost anything without losing your temper or your self-confidence. - Robert Frost,bot
"Solutions Architect: This Solutions Architect will be a key member of the Sales team, serving as the technical expert for the company and helping customers to understand the value proposition of the companys product suite. This role will be the firstâ€¦ https://t.co/ErOWiYG7aA https://t.co/14rSO8rbBb",bot
"Senior Software Engineer #R42193: Senior Software Engineer Requisition ID R42193. Senior Software Engineer position with Capital One Services, LLC in Richmond, VA. Multiple positions available: -Responsible for the overall technical design, development,â€¦ https://t.co/Z0Y6Rb5S2r https://t.co/F6mW6m55wL",bot
After getting 3 gift cards to chik fil a today http://t.co/a0mlUacO3a,human
@ednajones97 nice...,bot
Crooked Creek video turned out AMAZING! Going to put it up on Youtube at around 6 tonight. I'll tweet the link multiple times tonight :),human
"again, because i got a job http://t.co/Vs4nuLYNgb",human
It runs on their Apple Watch?,bot
IN PHOTOS: Demi Lovato rocks Manila leg of world tour http://t.co/OGpS6ANZVx I @HNiitsuINQ http://t.co/twaNTlT8FQ,human
"Frotcast 235: Matt Lieb gets a haircut, and we realize he's been Jack Antonoff all along: http://t.co/iiHgOZ2vEG http://t.co/mzACKte6PU",human
"Nothing against straight girls, really! But donÃ¢â‚¬â„¢t ask us to remove our GxG content, weÃ¢â‚¬â„¢re bi ourselves and we really like GxG too D:",human
"@OBoyTrakzz ""Be who you are and say what you feel because those who mind don't matter and those who matter don't mind."" - Dr Seuss",bot
"""The biggest adventure you can ever take is to live the life of your dreams."" - Oprah Winfrey",bot
RED WARRIORS ? ?Birthday Song?,bot
If you get taken out by the FBI doesn't run all the Bitcoin tumblers,bot
My books would've cost me around 550-600$ in the bookstore... I got them from chegg for 237$,human
Matte lipstick makes my lips so chapped the next day but at least you look bad af while wearing it am I right,human
bat ang pogi nila... :(((p.s. i see what you did there zayn http://t.co/HuvCYE058O,human
"@gc250 New FX forecast at http://bit.ly/9cSNrV , http://bit.ly/acdGcq Please follow me.",bot
@JC1053 did you shower when you woke up? Did your lower half burn after it was over?,human
Learn the Best Spots for Mountain Climbing  http://t.co/f4FcgEyqRr,bot
Wow! Ola to start food delivery service through Ola Cafe!! Food in 15 mins.. http://t.co/DD5JOOIoyR,human
@Gabbie_Lentz Please follow me,bot
"Hate to brag, but I'm like the Michael Jordan of cleaning all the meat off my chicken.",human
4. It's the people on the margins who will have the most information about what makes a space inclusive.,human
When you can have good conversations with your kidsÃ¢â‚¬â„¢ stepmom. #blessed #coparenting #wemakeitwork #divorce,human
I wonder if the Apple cars will have airplane mode HAHAHHAH,human
"Deliver with Uber Eats: Delivering with Uber is an easy way to earn money in your spare time. You sign up, deliver whenever it works for you, and get paid every week. Why deliver with Uber? * Flexibility: With Uber, youâ€™re the bossâ€”you choose when andâ€¦ https://t.co/J8b6ZPBPlP https://t.co/n9Eu1QhGaa",bot
EVERYONE CALL THEIR RADIO STATIONS AND TELL THEM TO GIVE JUSTIN A SHOUT OUT AT MIDNIGHT,bot
"I normally don't share these things but I went short today. This is to celebrate my youthful, ahem age. http://t.co/qiWKII5NAr",human
"She frowns and his answering grin reflects mine, and we have card issuance partnerships with major partnerships.",bot
So is being an actual debate about journalism or a delusional aspiration for approval from random people on the Internet.,bot
"@Drummer_tevia ""What keeps me going is goals."" - Mahummaad Ali",bot
Happy birthday @stellanichols have a great day! LOVE U BABYÃ¢ÂÂ¤Ã¯Â¸Â,human
"Ma'am, with all due respect, I don't think it's a good idea to smoke while fueling your car. I don't feel like blowing up today. #yesIsaidit",human
when the university you wanted to go to finally accepts you but you already made up your mind about going somewhere else,human
"President Obama and Vice President Bidenâ€™s 2011 Tax Returns:  	Today, the President released his 2011 federal in... http://t.co/nJVbpkCf",bot
Read the History of Pink Floyd  http://t.co/yNZm7TooFv,bot
Getting ready..,human
@GoddessAnne New FX forecast at http://www.fxstreet.com/technical/market-view/the-chartist-analysis/2010-03-11.html. Please follow me.,bot
RT @talkwithmartins: I just voted @IamDrSID ft @DONJAZZY 'SURULERE' as most gifted video of the year. channelO music video awards......,bot
It's easier to ask forgiveness than it is to get permission - Grace Hopper,bot
I quickly skip down to the database. As for content they enjoy as well as augmented realities thereby expecting them to me.,bot
Things are getting serious here at Valley Ranch to sign Hardy. Cap guys are making a run for lunch to his favorite spot. Whatabugar.,human
"@mikeupgraded ""Make each day your masterpiece."" - John Wooden",bot
@emmakearney2000 NICE,bot
"just so you know, people without twitter aka on facebook and Tumblr and real life, are not worried about cancelation of Castle.",human
"We've found it, the most unreadable interview in the history of mankind. http://t.co/3y8ytPJaPy",human
So who's ready for that VAAS vs. NAHS game tomorrow ?,human
i know i'm old because @caitlinball7 just got into the drivers seat of a car........,human
"""... When you came my wayYou brighten every dayWith your sweet smile...This is no ordinary #love"" @youplusmeoffclhttps://t.co/ak41JJ5P1F",bot
@snybitchsbitch you need a vip account from #TALNTS,bot
"It's not so much I want the #Royals to win, although I do; it's that I NEED the A's to lose. Like I need air to breathe. That kind of need.",human
"IT Analyst: Wealth &amp; Asset IT Analyst (Multiple Positions), Ernst &amp; Young U.S. LLP, Irvine, CA. Provide technology consulting services to asset and wealth management firms and services providers. Requires travel up to 80%, of which 20% may beâ€¦ https://t.co/Efy386Urt5 https://t.co/SjTiCeKbCg",bot
"@g_talent_blogs ""When you believe a thing, believe it all the way, implicitly and unquestionably."" - Walt Disney",bot
Pirela hit .305/.351/.441 last year at AAA. Looked good in small stint in majors as well. Traditionally a slow starter out of the gate.,human
An evening with my favorite mascot @sjsharkie http://t.co/SNAkX3jhr0,human
"Picard management tip: Succeeding at their basic needs to you, the crew's desire to be with the contrary, it know the metric system.",bot
#2016 #HillaryBush #JebBush #HillaryClinton http://t.co/FzKKe2LaUy,human
All things are possible for those who believe in him,human
"Network Engineer: Data Center Technician TECHNOLOGY Help build the next generation of systems behind Facebookâ€™s products. Facebook, Inc. currently has multiple openings in Fort Worth, TX (various levels/types): Data Center Technician (133532N) Assistâ€¦ https://t.co/Uu3257Z7MR https://t.co/280p3tGbuL",bot
He inhales with his company right under the Securities Act.,bot
Introduction to the Chitika Ad Network - An Alternate to Google AdSense  http://t.co/fUFfcuDyCO,bot
"""It's not where you are today that counts. It's where you are headed."" - Arthur F. Lenehan",bot
"Verizon is Offering Buyout Packages To as Many as 44,000 Management Employees, Potentially Eliminating More Than a Fourth of Its Workforce https://t.co/SJfVlxRm2V",bot
sponsored by OxiClean #bbcan3 http://t.co/KSEo1qKvjV,human
"@GuttaPham ""The key to any game is to use your strengths and hide your weaknesses."" - Paul Westphal",bot
"I kiss him, long and hard, and in a secure and sustainable marketplace economy.",bot
now instead of being a licenseless jobless weenie i'm just a licenseless weenie,human
Congrats @garthbrooks on milestone award! (Sorry for being late. Lotsa tears when our servicemen &amp; servicewomen showed up.) #ACMawards50,human
Picture of the day. #Afghan vendors in #Jalalabad city watching cricket match. #AUSvsAFG #CWC2015 http://t.co/onNrW2hXmF,human
Cody Tweeting that's that shit I don't like.,bot
"The process of growing old is a question of mind over matter. If you don't mind, it doesn't matter.",bot
too fancy for me tbh like where are the mozzarella sticks http://t.co/5S0Qdv7mlT,human
Let's all just take a minute to think about how Maggie Novak packed for the week using a garbage bag.. #toocoolforschool,human
Matoaca HS show choir is fundraising for new risers - their current set up is in baaad shape - help them out!! http://t.co/kim9rBIk7O,human
"Judge : "" Your wife charges that you haven't spoken to her in  5 years. Why is that?"" Defendant: ""I didn't dare interrupt.""",bot
Great Tips from Web Building Experts  http://t.co/cnSgtveIhY,bot
#Migraine Ã¢ËœÂ¹,bot
FREE Ã¢Ëœâ€¢Ã¯Â¸Â&amp;,human
"Picard management tip: Communicate to raise your organization, always.",bot
he's so bad but he does it so well,human
"Happy hour and cheddar bites at America's first Sonic. #stwok (at @SonicDriveIn in Stillwater, OK) https://t.co/z9BCT35AEn",human
"@scoop00_18 ""He who would travel happily must travel light."" - Antoine de Saint-Exupery",bot
"something was faked when they exited the vault, I don't know if cash offer or what ..vault task was something ""for the house"" #bbcan3",human
"@hamsterwatch talking about it now, he said his parents did most of it lol! #oops",human
"UPDATE: While this D.C. home is now a total loss, both residents were able to get out safely. http://t.co/JOAvOnRFAl http://t.co/G5VSNcgyyj",human
"Use the blockchain to replace Adblock Plus with it, people who spend so much time on the Internet.",bot
"Apple's Device Enrollment Program Can Leak Sensitive Data About Devices, Owners https://t.co/mgLst3m7aN",bot
Treated myselfÃ¢ËœÂºÃ¯Â¸Â,human
@Caaaaro__ Follow me!,bot
Don't cut the song ??,bot
"Happy b-day to the most important and wonderful person in the whole world!!!! You are my hope, myÃ¢â‚¬Â¦ http://t.co/CNl6G2st1z",bot
@musicxposure1 def,bot
"""Abundance is not something we acquire. It is something we tune into."" -Wayne Dyer",bot
BREAKING TECH JOURNALIST.,bot
